2527,bal,71,845710.63
2564,bal,80,457.79
2565,bal,75,34502.92
2572,bal,70,29476.42
2581,bal,82,33305.95
2597,bal,83,4901.66
2626,bal,68,176694.01
2632,bal,76,918.01
2641,bal,67,7886.37
2644,bal,85,12904.86
2646,bal,76,548.24
2678,bal,78,9781.56
2682,bal,83,5772.91
2717,bal,76,4346.97
2732,bal,79,151.64
2736,bal,82,823.1
2740,bal,68,1479.02
2742,bal,88,0.74
2773,bal,75,47.43
2791,bal,79,70000.62
2794,bal,76,50629.22
2804,bal,76,58769.36
2806,bal,78,2327.84
2816,bal,66,4357523.17
2831,bal,84,27596.62
2846,bal,82,2145.22
2852,bal,72,3126.45
2853,bal,73,51.1
2854,bal,89,8184.13
2869,bal,76,102721.39
2880,bal,86,121931.26
2886,bal,69,0.9
2889,bal,70,95176.7
2896,bal,87,272.38
2916,bal,77,2179.23
2927,bal,84,200.0
2930,bal,75,1765.64
2951,bal,86,481.12
2956,bal,79,26109.76
2968,bal,72,3571351.22
3003,bal,77,150176.04
3016,bal,83,32038.4
3020,bal,71,676656.05
3048,bal,76,1273.96
3077,bal,67,1995952.73
3087,bal,76,40690.36
3090,bal,72,183338.45
3097,bal,72,358.24
3107,bal,67,137409.92
3110,bal,69,127550.65
3117,bal,66,110724.99
3126,bal,74,0.77
3127,bal,79,23.22
3142,bal,71,837131.47
3175,bal,87,13842.5
3181,bal,80,163513.9
3185,bal,69,0.57
3187,bal,70,3224.73
3200,bal,66,451820.06
3204,bal,85,0.08
3236,bal,70,29498.81
3243,bal,69,106222.56
3256,bal,66,20194.39
3263,bal,80,67.62
3285,bal,81,3597875.07
3302,bal,70,11787.17
3307,bal,85,0.0
3318,bal,89,1159.82
3327,bal,70,62942.02
3347,bal,72,3726.78
3349,bal,70,6618.96
3363,bal,80,2023.42
3406,bal,77,2724.52
3407,bal,78,1798005.09
3408,bal,68,6271.2
3463,bal,72,76673.23
3479,bal,68,7799.43
3494,bal,88,105001.51
3530,bal,80,129413.72
3540,bal,81,262766.17
3555,bal,84,112.25
3561,bal,85,61337.81
3595,bal,87,37.96
3600,bal,73,5.67
3611,bal,83,18034.52
3618,bal,75,37816.95
3638,bal,83,1903.58
3640,bal,69,5477.93
3641,bal,70,2134.11
3651,bal,81,21993.24
3660,bal,80,33.69
3661,bal,81,67667.57
3664,bal,72,27632.09
3676,bal,77,2657621.35
3679,bal,67,3018.15
3712,bal,82,0.0
3719,bal,69,15553.58
3733,bal,84,4519.62
3751,bal,70,16990.46
3759,bal,71,208139.89
3801,bal,70,337.97
3811,bal,78,19009.42
3827,bal,78,3602003.13
3879,bal,80,148279.3
3881,bal,70,8862.95
3907,bal,88,15561.41
3922,bal,80,637814.86
3941,bal,67,3.6
3972,bal,79,5795.82
3999,bal,83,1570.93
4001,bal,84,5847.49
4007,bal,75,656.55
4011,bal,85,13778.7
4033,bal,69,369542.25
4039,bal,68,47.51
4050,bal,66,788.77
4062,bal,84,57156.44
4080,bal,75,27.39
4091,bal,72,687961.63
4101,bal,82,0.77
4109,bal,81,6867.35
4131,bal,69,8677.46
4145,bal,87,22907.44
4147,bal,66,668123.09
4163,bal,81,567435.26
4168,bal,79,17300.85
4213,bal,73,10733.92
4226,bal,87,407.37
4227,bal,75,87313.03
4241,bal,69,235051.29
4247,bal,86,7387.28
4249,bal,87,6622.55
4256,bal,66,63031.5
4263,bal,81,119748.91
4289,bal,72,36.27
4333,bal,83,105654.47
4340,bal,69,1949.32
4383,bal,89,26831.52
4388,bal,88,0.34
4438,bal,89,13610.33
4463,bal,89,5254.19
4491,bal,81,541.54
4503,bal,68,168389.06
4530,bal,82,3182.58
4551,bal,83,1033999.09
4580,bal,76,40727.7
4583,bal,87,510331.81
4585,bal,69,151358.19
4588,bal,69,13.89
4589,bal,66,12299.26
4600,bal,85,5389.87
4627,bal,69,73977.27
4628,bal,81,642.72
4665,bal,73,762996.39
4668,bal,81,4383.25
4674,bal,76,393092.82
4682,bal,74,49.76
4688,bal,69,4469.23
4705,bal,81,40470.38
4712,bal,74,3463.27
4735,bal,76,571812.04
4739,bal,77,576.91
4763,bal,75,0.0
4770,bal,67,2591.67
4787,bal,71,887.59
4796,bal,89,580.65
4803,bal,71,2599.44
4831,bal,76,97416.99
4853,bal,79,3241.58
4859,bal,75,120374.44
4875,bal,84,337.17
4892,bal,82,17867.48
4918,bal,88,20775.4
4925,bal,73,3066264.22
4969,bal,84,188002.4
5002,bal,78,327.07
5008,bal,80,1111074.17
5021,bal,70,12.17
5029,bal,82,1750876.5
5031,bal,80,5020.79
5036,bal,84,1568.5
5067,bal,82,78932.52
5075,bal,77,739737.81
5079,bal,83,48940.01
5093,bal,77,55351.71
5095,bal,76,13.5
5128,bal,78,780.9
5134,bal,81,7509.07
5157,bal,68,24702.68
5166,bal,79,9.21
5190,bal,79,2779.64
5197,bal,80,10300.4
5257,bal,72,7409.32
5278,bal,78,46387.53
5281,bal,80,14283.1
5284,bal,83,106437.24
5317,bal,74,4536.97
5325,bal,67,2257.06
5339,bal,74,31953.84
5346,bal,81,2437.86
5347,bal,89,2747.38
5363,bal,81,2265075.67
5364,bal,71,0.08
5367,bal,83,11009.46
5368,bal,76,345.01
5373,bal,86,48.87
5389,bal,70,89745.47
5407,bal,79,112371.62
5441,bal,82,0.0
5479,bal,82,0.0
5482,bal,71,787524.22
5505,bal,70,128450.22
5510,bal,77,7659.2
5512,bal,83,8498.29
5518,bal,86,742.95
5528,bal,68,117.99
5533,bal,66,138729.98
5553,bal,75,3052.78
5575,bal,78,160123.01
5577,bal,77,11.99
5581,bal,87,14195.99
5593,bal,70,4617.8
5599,bal,73,299219.69
5601,bal,89,647.58
5606,bal,85,6941.4
5622,bal,89,327788.6
5632,bal,85,23.98
5649,bal,87,60320.66
5659,bal,81,514.76
5675,bal,69,85562.36
5691,bal,77,2771076.21
5692,bal,82,2125.21
5712,bal,88,3184.27
5727,bal,79,244839.56
5728,bal,73,13457.85
5736,bal,71,684.05
5743,bal,79,339679.43
5745,bal,71,60098.53
5747,bal,77,10634.46
5762,bal,78,0.75
5791,bal,81,175335.99
5804,bal,77,37.61
5814,bal,81,6989.44
5836,bal,79,1989.98
5848,bal,89,0.0
5852,bal,77,2390.52
5854,bal,70,94.56
5858,bal,76,1588.13
5865,bal,83,218397.15
5876,bal,66,3938.5
5897,bal,86,940.88
5903,bal,81,50243.08
5916,bal,74,0.0
5929,bal,67,269126.83
5947,bal,78,1846202.02
5949,bal,73,7408.68
5950,bal,68,19.0
5953,bal,71,5765.22
5985,bal,79,20.85
5987,bal,70,261.01
5994,bal,74,27678.13
6017,bal,71,7424.35
6032,bal,73,143.05
6033,bal,66,30450.58
6051,bal,89,229953.93
6054,bal,73,2359.12
6100,bal,73,1758232.58
6104,bal,86,7392.27
6110,bal,70,50.62
6113,bal,82,508049.46
6136,bal,71,78276.04
6145,bal,72,9507.37
6147,bal,76,7900.49
6170,bal,82,10405.7
6192,bal,73,1027304.76
6216,bal,78,0.0
6219,bal,88,134221.06
6243,bal,85,5827.16
6246,bal,84,27790.27
6287,bal,80,48917.57
6303,bal,81,171086.14
6306,bal,75,7495.87
6340,bal,85,0.17
6342,bal,78,32851.88
6377,bal,75,507476.26
6379,bal,71,490693.14
6384,bal,82,12039.01
6406,bal,77,61972.5
6410,bal,76,1981509.5
6465,bal,86,7250.4
6466,bal,82,15602.97
6474,bal,87,21692.48
6483,bal,80,7786.87
6486,bal,70,30211.33
6520,bal,83,75490.24
6546,bal,88,6252.26
6548,bal,89,2989702.09
6559,bal,87,9458.1
6587,bal,89,355.96
6593,bal,80,50181.99
6596,bal,76,2.85
6617,bal,79,1271.63
6629,bal,85,166640.89
6637,bal,72,111700.26
6640,bal,78,13382.55
6657,bal,67,17044.56
6701,bal,71,15.7
6702,bal,78,2372.02
6704,bal,89,861.39
6708,bal,84,13844.21
6728,bal,79,9872.87
6752,bal,78,14.71
6796,bal,82,6020.12
6797,bal,85,1263262.59
6802,bal,86,0.26
6816,bal,84,350409.26
6818,bal,89,2549.79
6843,bal,70,6965.11
6846,bal,74,29421.55
6850,bal,89,4926.72
6854,bal,68,171258.32
6872,bal,75,280609.93
6875,bal,86,3282.39
6877,bal,88,229469.95
6878,bal,88,120356.1
6882,bal,83,275300.68
6890,bal,70,2040.53
6914,bal,83,1705.2
6949,bal,79,2963.94
6954,bal,85,137757.59
6975,bal,78,4678.15
6982,bal,80,2746.4
7016,bal,73,32962.16
7040,bal,71,3233640.77
7068,bal,74,508258.19
7074,bal,66,9772.49
7078,bal,80,152605.16
7098,bal,72,1128.34
7105,bal,89,6580848.45
7107,bal,67,5809.15
7111,bal,68,6743.59
7115,bal,72,8779.75
7145,bal,78,1365.11
7159,bal,75,714735.93
7197,bal,73,30.29
7201,bal,72,3487.43
7206,bal,74,144.69
7217,bal,87,92.12
7238,bal,67,1236.42
7281,bal,77,20005.98
7282,bal,87,563.77
7302,bal,83,3113200.25
7316,bal,79,11045.33
7324,bal,70,155678.57
7338,bal,78,653.66
7348,bal,74,111175.0
7360,bal,87,195619.35
7412,bal,71,38783.83
7417,bal,70,61.79
7436,bal,75,17105.48
7438,bal,85,506233.83
7456,bal,72,17036.93
7472,bal,69,6230.61
7483,bal,79,3888.63
7486,bal,70,5842.77
7487,bal,88,2736.56
7494,bal,80,86194.09
7527,bal,69,101475.57
7545,bal,82,258700.2
7551,bal,81,1119.38
7567,bal,84,208.31
7594,bal,77,6840.11
7610,bal,78,30792.51
7648,bal,67,6343.81
7662,bal,80,1507.95
7670,bal,66,1.55
7683,bal,85,64880.21
7693,bal,89,1875.3
7694,bal,75,179957.34
7695,bal,74,2341.88
7705,bal,88,3.85
7708,bal,82,11150.12
7709,bal,88,789576.37
7792,bal,67,677.67
7794,bal,81,1582.34
7810,bal,81,665706.47
7822,bal,73,387896.13
7854,bal,82,124400.26
7859,bal,78,683064.11
7872,bal,66,15.88
7875,bal,67,22518.46
7882,bal,75,135081.28
7898,bal,74,3.32
7911,bal,79,22569.11
7913,bal,88,105.34
7919,bal,83,5366691.5
7972,bal,67,77178.17
7993,bal,80,8764.19
8002,bal,88,16111.8
8012,bal,88,172199.1
8031,bal,67,5599.01
8039,bal,86,101225.49
8045,bal,69,73049.18
8052,bal,79,23938.46
8063,bal,86,180922.38
8076,bal,72,59.04
8081,bal,87,484010.69
8086,bal,85,269.78
8126,bal,67,14942.57
8136,bal,70,1649.01
8157,bal,74,19895.89
8186,bal,89,55258.9
8196,bal,67,33152.93
8203,bal,87,588.34
8216,bal,89,2661.64
8220,bal,72,7023.47
8225,bal,67,130.2
8229,bal,67,40.97
8294,bal,85,409.27
8302,bal,81,2479.61
8313,bal,66,103135.81
8318,bal,86,3902.93
8322,bal,69,305.91
8334,bal,83,336.03
8374,bal,86,1.23
8381,bal,70,623.23
8424,bal,77,50160.79
8437,bal,76,10585.82
8444,bal,74,114407.09
8454,bal,66,4179.42
8472,bal,87,4401093.0
8486,bal,69,1845.33
8497,bal,89,4554.56
8521,bal,72,3514.28
8522,bal,79,514.46
8556,bal,80,9817.68
8557,bal,73,1817447.95
8578,bal,89,372810.82
8590,bal,87,3.24
8591,bal,86,686262.28
8595,bal,85,1.85
8614,bal,89,6.32
8616,bal,67,462545.11
8641,bal,87,139.39
8667,bal,77,1939.47
8670,bal,81,135363.26
8687,bal,87,4000.62
8700,bal,68,8.86
8705,bal,69,325682.17
8710,bal,69,0.0
8724,bal,67,0.0
8758,bal,66,3249.63
8761,bal,84,166178.7
8762,bal,85,2025.67
8785,bal,69,66826.63
8796,bal,87,585075.03
8801,bal,81,4237.08
8812,bal,79,2744.13
8832,bal,78,55981.95
8833,bal,70,8286.76
8869,bal,66,8621.6
8871,bal,78,0.92
8879,bal,68,31.71
8889,bal,69,57077.31
8895,bal,78,39337.08
8910,bal,69,1433640.35
8932,bal,78,34.03
8938,bal,79,49888.3
8953,bal,72,3140.76
9020,bal,83,9703.81
9032,bal,84,140724.29
9046,bal,67,179784.01
9050,bal,85,230188.44
9069,bal,73,2812951.62
9084,bal,66,0.64
9093,bal,69,22217.44
9113,bal,73,2987.79
9151,bal,67,8083.52
9168,bal,87,20727.38
9173,bal,86,265.45
9174,bal,87,1.1
9197,bal,82,957.97
9205,bal,86,3704997.16
9214,bal,77,570965.94
9218,bal,82,30155.02
9221,bal,89,17109.19
9238,bal,70,35556.32
9245,bal,84,188.73
9260,bal,73,97.76
9287,bal,68,47891.57
9293,bal,73,742964.97
9310,bal,76,95177.6
9317,bal,88,24778.0
9327,bal,87,750.05
9342,bal,81,82.07
9359,bal,88,1061.56
9373,bal,69,374.49
9402,bal,74,345546.34
9421,bal,80,10073.57
9424,bal,88,50640.64
9436,bal,73,1829.26
9468,bal,73,6.37
9471,bal,69,301.2
9484,bal,89,887161.13
9492,bal,83,14117.21
9509,bal,77,377759.6
9513,bal,77,617.54
9579,bal,71,2071.35
9580,bal,68,4089837.6
9582,bal,75,37113.27
9601,bal,89,58256.75
9612,bal,66,60.35
9639,bal,85,735.31
9667,bal,73,60061.89
9680,bal,89,25104.44
9682,bal,71,56326.34
9694,bal,88,8804.86
9704,bal,82,12295.99
9755,bal,81,378.25
9760,bal,66,5171351.05
9763,bal,76,52062.3
9790,bal,85,426.07
9833,bal,70,7499.47
9836,bal,87,6332.11
9868,bal,87,102.36
9871,bal,84,567991.72
9877,bal,78,1570050.36
9898,bal,66,7002.67
9908,bal,70,123.39
9918,bal,69,30713.3
9936,bal,78,156102.18
9940,bal,77,38138.78
9941,bal,66,45601.05
9956,bal,80,556.51
9975,bal,77,1352.56
9993,bal,83,506.92
10003,bal,72,49374.63
10006,bal,88,2131.96
10027,bal,72,42746.14
10042,bal,79,6885.62
10053,bal,87,10289.21
10064,bal,86,1501741.46
10068,bal,84,8206.51
10076,bal,72,50850.92
10129,bal,89,1419764.5
10139,bal,87,5082.07
10161,bal,81,2036.69
10164,bal,84,1074.33
10197,bal,70,128.25
10198,bal,71,283.01
10222,bal,78,37.17
10225,bal,75,3044986.37
10232,bal,76,10500.0
10235,bal,86,1427.01
10237,bal,82,128.75
10251,bal,85,18882.43
10258,bal,80,9.54
10261,bal,80,5.06
10298,bal,75,15.13
10319,bal,84,24630.09
10325,bal,79,2813.81
10335,bal,83,238428.64
10338,bal,88,171.99
10342,bal,68,193600.19
10346,bal,83,15098.18
10387,bal,84,5711.68
10402,bal,72,60475.51
10416,bal,89,47.76
10417,bal,79,269.03
10432,bal,88,106214.44
10442,bal,73,137874.57
10458,bal,69,25023.97
10459,bal,70,9780.01
10460,bal,89,44768.32
10471,bal,89,2174.49
10507,bal,80,8381.94
10533,bal,83,67430.72
10553,bal,71,7374.13
10576,bal,76,85284.5
10624,bal,88,25.03
10640,bal,70,26943.73
10659,bal,84,42.97
10673,bal,75,225617.41
10674,bal,69,0.0
10681,bal,68,1459.05
10693,bal,71,649320.42
10715,bal,75,5650.17
10726,bal,85,13654.27
10749,bal,67,0.28
10767,bal,75,73339.56
10803,bal,67,422149.1
10812,bal,85,0.0
10815,bal,78,38.96
10830,bal,80,149483.4
10841,bal,81,100330.39
10845,bal,87,487.89
10848,bal,69,1.42
10851,bal,86,9250.08
10865,bal,80,58002.0
10874,bal,83,3988.38
10883,bal,72,43039.46
10916,bal,72,200.48
10923,bal,74,620.58
10928,bal,70,30370.49
10931,bal,80,553.18
10944,bal,89,38750.0
10976,bal,83,3023029.26
10998,bal,87,5371.74
11033,bal,79,0.28
11064,bal,80,3.68
11078,bal,77,3451.65
11091,bal,88,61298.2
11103,bal,72,5153.35
11119,bal,82,3689996.32
11123,bal,69,469.15
11128,bal,78,27588.76
11137,bal,81,465471.65
11147,bal,77,965528.67
11151,bal,68,1047.23
11162,bal,82,113966.46
11196,bal,72,14998.63
11199,bal,80,0.7
11236,bal,72,1455.41
11239,bal,89,137505.76
11243,bal,84,29.62
11252,bal,87,1051489.73
11255,bal,85,22545.85
11264,bal,74,4379.17
11274,bal,73,1411113.18
11282,bal,79,1576.78
11292,bal,84,1416.89
11304,bal,77,3600.66
11330,bal,75,5842.68
11356,bal,74,0.97
11375,bal,66,74.79
11378,bal,73,2404.31
11379,bal,69,7264.19
11380,bal,68,143.63
11389,bal,85,33889.15
11405,bal,76,437.13
11406,bal,87,6526.59
11417,bal,86,5.5
11422,bal,69,332618.59
11423,bal,88,678.97
11445,bal,75,0.0
11456,bal,74,540990.73
11464,bal,87,3082.75
11471,bal,87,25918.74
11472,bal,78,3546898.06
11476,bal,67,40868.91
11485,bal,69,808129.93
11493,bal,71,74.25
11507,bal,68,69700.64
11515,bal,72,113340.23
11537,bal,73,0.17
11542,bal,68,67557.8
11577,bal,73,108694.21
11599,bal,70,733693.32
11612,bal,69,93192.24
11615,bal,87,1097.92
11656,bal,82,143.6
11675,bal,77,497.56
11683,bal,75,57.0
11702,bal,88,2.99
11711,bal,66,10348.51
11746,bal,75,0.0
11790,bal,80,192.8
11818,bal,72,0.92
11837,bal,89,297211.67
11838,bal,87,1343088.9
11839,bal,88,935025.61
11856,bal,71,12.34
11859,bal,83,6256.26
11869,bal,77,2190.4
11882,bal,84,0.0
11889,bal,70,1900806.98
11910,bal,73,986.42
11920,bal,66,299522.04
11958,bal,69,5278.3
11978,bal,77,94431.27
11983,bal,68,1069585.12
12010,bal,71,1284.94
12011,bal,70,2285.87
12014,bal,88,88794.76
12022,bal,78,92115.31
12071,bal,67,4685981.6
12075,bal,85,231239.69
12113,bal,72,6364.0
12125,bal,70,11369.64
12161,bal,79,50131.97
12168,bal,69,1.94
12172,bal,84,693888.85
12204,bal,77,40147.6
12241,bal,82,84637.86
12242,bal,83,9.52
12270,bal,74,0.96
12277,bal,85,150090.58
12278,bal,69,0.7
12305,bal,84,93927.57
12306,bal,77,370000.44
12312,bal,86,58951.91
12319,bal,84,4606.53
12343,bal,79,120678.95
12347,bal,79,35581.69
12354,bal,72,669103.26
12361,bal,67,12623.69
12369,bal,76,188859.87
12381,bal,74,11.22
12387,bal,73,12680.79
12390,bal,71,68919.91
12407,bal,69,604187.03
12424,bal,77,5304.31
12425,bal,74,53862.38
12438,bal,70,971.28
12449,bal,75,0.0
12455,bal,76,11163.66
12461,bal,71,58889.87
12519,bal,68,14426841.49
12528,bal,81,2901.44
12537,bal,82,11.02
12561,bal,89,72606.64
12565,bal,73,2912682.74
12573,bal,73,61.02
12622,bal,80,10.61
12641,bal,80,390419.71
12649,bal,76,101218.3
12652,bal,70,18662.0
12671,bal,68,2048921.85
12675,bal,77,70.4
12686,bal,72,5447.42
12705,bal,70,1065825.17
12735,bal,79,5329.68
12750,bal,79,188932.29
12760,bal,68,17165.13
12767,bal,72,14054.29
12772,bal,69,56100.79
12780,bal,72,60933.51
12790,bal,78,79462.61
12811,bal,81,87.25
12829,bal,71,104853.33
12833,bal,72,0.65
12837,bal,79,22041.99
12842,bal,80,6583.92
12846,bal,81,51134.81
12858,bal,83,572.02
12865,bal,67,254.75
12867,bal,75,1729285.34
12885,bal,83,708.69
12912,bal,74,49369.11
12953,bal,70,4087.75
12973,bal,70,40575.25
12990,bal,71,188602.82
12992,bal,79,82541.42
13013,bal,72,48.98
13025,bal,88,30817.47
13031,bal,70,1149.95
13045,bal,66,13569.29
13095,bal,87,1058.61
13101,bal,79,59.23
13115,bal,87,11710.66
13122,bal,86,21902.3
13127,bal,73,74311.06
13134,bal,76,55757.74
13138,bal,67,14928.47
13143,bal,66,2241460.01
13172,bal,73,30963.48
13176,bal,80,1989.76
13180,bal,68,470989.94
13196,bal,87,8387.43
13207,bal,89,12431.01
13215,bal,85,516.42
13217,bal,74,117806.82
13223,bal,73,676945.06
13226,bal,74,12.56
13243,bal,68,78447.99
13271,bal,80,669.34
13275,bal,77,8625.56
13290,bal,80,17148.31
13327,bal,82,74358.5
13338,bal,86,188619.75
13349,bal,69,51062.76
13363,bal,78,0.1
13364,bal,72,6571.93
13436,bal,88,21235.59
13474,bal,76,32242.62
13512,bal,69,5284.84
13518,bal,87,183906.68
13530,bal,85,2715.51
13533,bal,75,2449585.38
13554,bal,88,53960.38
13563,bal,84,149975.43
13568,bal,87,62510.46
13571,bal,73,1745.9
13576,bal,84,663021.39
13580,bal,85,28702.08
13584,bal,68,90161.98
13600,bal,87,2385916.0
13620,bal,73,17942.17
13634,bal,85,2781.16
13637,bal,88,239.14
13661,bal,76,7381.99
13678,bal,82,5355.13
13698,bal,74,6006.67
13705,bal,70,22380.15
13708,bal,69,970.93
13723,bal,73,45035.3
13742,bal,83,42366.38
13756,bal,89,0.0
13775,bal,79,1408.82
13777,bal,75,18213.46
13812,bal,89,711787.29
13820,bal,85,428.92
13863,bal,73,16664.14
13867,bal,70,69.19
13869,bal,80,13300.65
13882,bal,74,985.36
13892,bal,72,8338.39
13894,bal,80,3794.38
13913,bal,88,3693.07
13932,bal,72,13566.84
13943,bal,66,1877.32
13956,bal,68,14570.07
13969,bal,78,9128.98
13977,bal,67,1833.29
13986,bal,71,2842791.04
13988,bal,82,32818.53
13992,bal,84,13.63
13995,bal,79,6150.45
13999,bal,72,26745.22
14002,bal,73,2137.9
14032,bal,84,515501.68
14042,bal,86,20527.47
14055,bal,79,105966.3
14092,bal,86,4346.22
14134,bal,69,585.47
14168,bal,82,39603.15
14171,bal,85,59191.26
14172,bal,66,1304.65
14173,bal,70,273605.3
14174,bal,70,5158.41
14177,bal,78,5384.82
14186,bal,73,43431.78
14241,bal,66,24227.91
14265,bal,78,42931.42
14343,bal,78,952.57
14376,bal,81,708489.7
14383,bal,82,12724.39
14385,bal,83,136661.95
14422,bal,72,3343.56
14442,bal,75,68463.12
14453,bal,84,181234.77
14480,bal,85,254.84
14494,bal,88,35474.13
14500,bal,78,6321.29
14501,bal,77,8662.34
14502,bal,80,17919.47
14516,bal,75,102208.53
14517,bal,70,0.04
14537,bal,78,63951.19
14544,bal,87,266374.52
14575,bal,67,2538.52
14589,bal,84,55671.64
14594,bal,76,67.24
14604,bal,70,677.5
14613,bal,72,1831.06
14614,bal,84,236584.19
14635,bal,86,690801.57
14640,bal,74,511.76
14668,bal,76,118.58
14684,bal,87,1461.54
14694,bal,88,11768.76
14759,bal,86,111084.06
14788,bal,75,12000.0
14793,bal,85,38076.44
14821,bal,87,17745.25
14831,bal,87,37954.72
14844,bal,83,8592.0
14853,bal,85,843.29
14879,bal,71,0.0
14884,bal,67,0.59
14926,bal,76,38952.25
14954,bal,78,0.67
15014,bal,83,15841.06
15023,bal,78,1091.84
15030,bal,66,2647.07
15031,bal,84,9.86
15065,bal,85,16444.02
15067,bal,76,9366.86
15099,bal,89,283484.34
15105,bal,69,16472.72
15118,bal,85,200128.95
15168,bal,84,300902.0
15178,bal,69,1095.71
15179,bal,88,4461.92
15183,bal,66,239679.53
15200,bal,79,62060.63
15221,bal,84,100039.73
15235,bal,85,0.0
15247,bal,75,2767.09
15257,bal,87,25109.03
15275,bal,81,0.43
15278,bal,67,950417.98
15280,bal,78,8435.56
15281,bal,70,9163.72
15285,bal,79,30025.05
15290,bal,85,65903.45
15320,bal,80,1.35
