62560	116816
62560	122800
62560	155140
62560	467116
62560	82066
62560	149551
62560	480838
62560	321093
62560	425452
62560	338613
62560	71274
62560	26583
62560	23938
62560	409815
62560	425003
62560	116559
62560	313451
62560	260751
96556	36238
96556	11242
96556	120613
96556	263242
96556	45246
96556	27496
96556	337365
96556	158633
96556	298939
96556	42469
96556	357008
96556	374376
96556	449901
96556	481723
96556	192545
96556	320626
96556	209156
96556	283398
96556	27284
96556	484542
97000	236153
97000	2004
97000	165094
97000	381868
97000	435675
97000	429934
97000	81546
97000	127240
97000	268297
97000	45097
97000	158882
97000	341809
97000	145261
97000	369880
97000	187686
97000	212834
97000	264230
97000	301108
97000	465453
97000	235778
105587	194943
105587	183761
105587	34804
105587	259883
105587	286259
105587	34957
105587	237907
105587	357360
105587	419744
105587	147291
105587	42959
105587	288283
105587	475893
105587	45317
105587	455999
105587	267533
105587	441265
105587	35211
105587	242469
105587	430253
109969	449230
109969	167326
109969	138732
109969	472771
109969	165339
109969	224648
109969	363493
109969	238853
109969	91888
109969	343832
109969	360187
109969	355613
109969	228141
109969	186082
109969	205908
109969	45384
109969	461723
109969	446859
109969	443747
109969	173038
130887	371383
130887	368611
130887	211238
130887	307277
130887	283813
130887	343585
130887	318288
130887	439954
130887	130009
130887	417810
130887	398108
130887	35743
130887	141143
130887	359584
130887	208119
130887	128065
130887	317184
130887	126432
130887	134935
130887	6440
147430	346032
147430	360923
147430	93692
147430	103867
147430	66142
147430	364151
147430	339819
147430	81277
147430	311495
147430	260284
147430	475862
147430	414898
147430	284924
147430	60441
147430	396884
147430	460621
147430	261727
147430	425063
147430	120889
147430	179210
157489	306819
157489	338972
157489	422806
157489	287414
157489	327373
157489	266592
157489	341111
157489	339860
157489	344472
157489	471533
157489	189048
157489	213638
157489	88524
157489	434318
157489	18476
157489	455861
157489	469192
157489	412421
157489	311473
157489	69357
170901	279499
170901	198148
170901	44900
170901	361376
170901	365398
170901	421544
170901	35034
170901	63528
170901	239811
170901	472510
170901	46228
170901	19911
170901	31772
170901	209827
170901	252899
170901	252784
170901	294191
170901	414726
170901	302080
170901	474182
178244	50809
178244	383330
178244	158018
178244	245989
178244	146211
178244	392257
178244	452287
178244	399651
178244	119995
178244	342650
178244	10104
178244	150176
178244	64343
178244	100035
178244	264497
178244	179590
178244	237810
178244	200293
178244	225840
178244	331574
180411	460994
180411	362526
180411	473158
180411	318033
180411	394922
180411	55421
180411	287174
180411	17595
180411	99424
180411	284852
180411	26693
180411	190178
180411	156999
180411	127022
180411	59617
180411	358732
180411	397151
180411	389630
180411	233586
180411	99704
188481	63584
188481	261614
188481	154069
188481	161885
188481	192963
188481	72139
188481	63197
188481	375157
188481	175449
188481	378380
188481	123735
188481	101461
188481	252891
188481	203729
188481	75983
188481	179429
188481	364035
188481	170977
188481	259646
188481	335036
194912	33573
194912	444873
194912	12995
194912	425562
194912	260556
194912	357675
194912	249581
194912	328761
194912	125070
194912	277597
194912	69492
194912	232374
194912	485335
194912	409910
194912	165733
194912	456618
194912	477582
194912	283031
194912	162901
194912	178887
198100	170611
198100	301539
198100	259817
198100	333476
198100	163267
198100	209828
198100	419503
198100	155542
198100	310962
198100	423848
198100	307340
198100	148412
198100	175904
198100	40493
198100	391453
198100	242643
198100	38231
198100	3380
198100	318752
198100	149154
209500	215415
209500	476102
209500	76574
209500	209859
209500	305899
209500	125936
209500	435390
209500	413605
209500	433012
209500	111269
209500	286981
209500	41426
209500	332248
209500	410923
209500	444400
209500	100528
209500	282416
209500	46672
209500	253424
209500	435524
215415	209500
215415	476102
215415	209859
215415	286981
215415	435390
215415	305899
215415	433012
215415	413605
215415	76574
215415	125936
215415	444400
215415	282416
215415	111269
215415	253424
215415	435524
215415	326434
215415	137926
215415	478239
215415	346364
215415	476380
238209	97593
238209	450982
238209	216874
238209	270700
238209	272696
238209	234661
238209	281954
238209	52587
238209	384169
238209	396405
238209	161180
238209	211728
238209	451827
238209	147049
238209	239587
238209	40115
238209	472034
238209	295109
238209	90955
238209	339215
246035	281855
246035	421575
246035	155075
246035	325467
246035	213518
246035	394726
246035	220030
246035	58625
246035	200049
246035	176069
246035	246931
246035	66451
246035	353983
246035	39128
246035	259893
246035	471762
246035	387194
246035	422915
246035	122991
246035	484740
247997	263285
247997	109267
247997	235778
247997	163389
247997	200145
247997	6062
247997	343658
247997	145261
247997	69291
247997	158882
247997	45097
247997	381868
247997	341809
247997	429934
247997	369880
247997	212834
247997	187686
247997	264230
247997	435675
247997	301108
261419	109561
261419	302175
261419	3684
261419	56981
261419	84254
261419	193163
261419	472401
261419	206919
261419	288910
261419	311689
261419	77448
261419	425241
261419	400111
261419	309602
261419	438558
261419	125814
261419	461960
261419	23544
261419	351003
261419	172504
276555	391952
276555	401792
276555	258894
276555	413734
276555	70051
276555	357076
276555	146898
276555	211463
276555	166999
276555	459161
276555	142543
276555	294684
276555	36516
276555	105418
276555	478867
276555	128316
276555	158130
276555	470660
276555	58337
276555	224161
279555	433868
279555	331722
279555	173390
279555	480969
279555	15418
279555	316603
279555	11893
279555	8986
279555	381983
279555	480018
279555	272195
279555	217675
279555	42704
279555	90523
279555	400628
279555	232545
279555	158792
279555	241682
279555	78644
279555	90387
281603	127478
281603	115091
281603	310203
281603	449275
281603	467787
281603	229223
281603	420595
281603	472094
281603	147420
281603	148472
281603	94887
281603	420931
281603	212802
281603	369150
281603	338794
281603	347248
281603	288360
281603	469628
281603	425481
281603	458554
286775	55675
286775	245007
286775	474217
286775	477836
286775	360360
286775	81689
286775	460103
286775	328637
286775	477967
286775	169533
286775	236506
286775	29670
286775	147327
286775	12719
286775	407868
286775	412702
286775	118348
286775	37953
286775	12959
286775	342662
299355	450319
299355	82342
299355	54420
299355	313846
299355	442795
299355	234849
299355	479773
299355	427765
299355	337405
299355	443161
299355	480297
299355	280588
299355	351062
299355	185238
299355	447280
299355	476889
299355	252870
299355	425889
299355	277849
299355	410906
303297	29475
303297	51991
303297	12019
303297	203470
303297	280582
303297	15001
303297	96811
303297	347593
303297	73586
303297	468974
303297	216196
303297	310772
303297	289672
303297	433617
303297	251681
303297	423594
303297	72434
303297	190360
303297	160159
303297	242578
309796	260140
309796	273007
309796	438055
309796	383571
309796	143435
309796	347008
309796	284410
309796	139058
309796	295851
309796	437789
309796	174799
309796	453004
309796	211091
309796	33000
309796	451806
309796	308165
309796	348868
309796	92489
309796	476514
309796	289407
322697	219824
322697	349500
322697	258528
322697	190312
322697	455990
322697	24311
322697	28343
322697	201333
322697	265220
322697	155357
322697	402447
322697	56531
322697	418016
322697	311219
322697	159510
322697	291320
322697	192772
322697	29604
322697	96319
322697	461012
358093	247957
358093	308626
358093	229090
358093	212551
358093	36451
358093	485648
358093	104692
358093	152190
358093	324008
358093	79938
358093	81029
358093	368128
358093	76562
358093	112294
358093	320839
358093	33759
358093	270666
358093	82715
358093	169161
358093	97788
367410	748
367410	231052
367410	68798
367410	116445
367410	365055
367410	16555
367410	168664
367410	396494
367410	270971
367410	192511
367410	429502
367410	117649
367410	335307
367410	389096
367410	43059
367410	319071
367410	72886
367410	277858
367410	355726
367410	394544
373991	343374
373991	53235
373991	417713
373991	172922
373991	213256
373991	442855
373991	295094
373991	61093
373991	41248
373991	23596
373991	297029
373991	474569
373991	289107
373991	50655
373991	394407
373991	257663
373991	396102
373991	267511
373991	205893
373991	80459
378273	64731
378273	84841
378273	420164
378273	102104
378273	167234
378273	128018
378273	29772
378273	108201
378273	103718
378273	427061
378273	106190
378273	14836
378273	234558
378273	291535
378273	69665
378273	402338
378273	349841
378273	86778
378273	370934
378273	24396
397450	316932
397450	8994
397450	51184
397450	395782
397450	72125
397450	136483
397450	118135
397450	187514
397450	264455
397450	146613
397450	212039
397450	233018
397450	93547
397450	27061
397450	427104
397450	240062
397450	331172
397450	143765
397450	369046
397450	318288
400484	230640
400484	287343
400484	51036
400484	36322
400484	10406
400484	213212
400484	78132
400484	16279
400484	261646
400484	8987
400484	320184
400484	408652
400484	349146
400484	239024
400484	206240
400484	240485
400484	1601
400484	320296
400484	368810
400484	471070
402272	434214
402272	306234
402272	6320
402272	158139
402272	187857
402272	417673
402272	118057
402272	330181
402272	170348
402272	72107
402272	148914
402272	105045
402272	42798
402272	374874
402272	95452
402272	395674
402272	297461
402272	257815
402272	180230
402272	162946
408519	163456
408519	437380
408519	189785
408519	395337
408519	268094
408519	223554
408519	233149
408519	29992
408519	362369
408519	224268
408519	11582
408519	317575
408519	412758
408519	326063
408519	267682
408519	427180
408519	207137
408519	404716
408519	470619
408519	47272
430604	197275
430604	466269
430604	453006
430604	18615
430604	129481
430604	333367
430604	84477
430604	383903
430604	424041
430604	313377
430604	459966
430604	110308
430604	464012
430604	152347
430604	83472
430604	17108
430604	162914
430604	393932
430604	320734
430604	132890
453004	209424
453004	383571
453004	105678
453004	273007
453004	211091
453004	432147
453004	476514
453004	147075
453004	334159
453004	347008
453004	172154
453004	413312
453004	401792
453004	342610
453004	137732
453004	295851
453004	459313
453004	416815
453004	423241
453004	188548
454748	312796
454748	125936
454748	413605
454748	111269
454748	482630
454748	66296
454748	301333
454748	142447
454748	78909
454748	330762
454748	209859
454748	303278
454748	53766
454748	34800
454748	79362
454748	435390
454748	476102
454748	164009
454748	332866
454748	382247
462743	382288
462743	477139
462743	443485
462743	92482
462743	172388
462743	238832
462743	312675
462743	3793
462743	450344
462743	455777
462743	263053
462743	351788
462743	275047
462743	120730
462743	362994
462743	154480
462743	245583
462743	353400
462743	207838
462743	443166
464543	410013
464543	448156
464543	143652
464543	244734
464543	133055
464543	293986
464543	280289
464543	411790
464543	231552
464543	361965
464543	163943
464543	255938
464543	92593
464543	309639
464543	71382
464543	6347
464543	315563
464543	120729
464543	237168
464543	185386
